repo,numero,arquivos,linhas_add,linhas_rem,tempo_h,descricao_len,comentarios,participantes,status,reviews
vuejs/vue,10914,2,2,2,100.11,791,4,4,merged,2
vuejs/vue,10911,6,129,3650,21.07,965,6,2,closed,2
vuejs/vue,10896,2,0,29,82.95,34,0,3,merged,1
vuejs/vue,10845,1,1,1,7358.46,1024,4,6,merged,3
vuejs/vue,10641,2,16,2,331.26,34,0,3,closed,1
vuejs/vue,10638,1,2,2,339.96,1150,3,5,merged,1
vuejs/vue,10629,1,3,3,22792.04,1690,1,2,closed,1
vuejs/vue,10623,1,16,16,15615.05,942,1,5,closed,2
vuejs/vue,10575,2,10,3,28594.82,1027,2,3,closed,8
vuejs/vue,10531,1,1,1,11.49,1011,1,3,merged,1
vuejs/vue,10529,2,20,9,8881.48,958,3,6,merged,2
vuejs/vue,10491,6,402,8,36861.34,3763,7,6,closed,10
vuejs/vue,10474,1,25,27,351.15,34,0,3,merged,1
vuejs/vue,10414,1,2,0,9588.76,849,8,7,closed,1
vuejs/vue,10404,1,1,1,675.4,1005,0,3,closed,2
vuejs/vue,10396,2,6,2,9695.53,1022,2,3,merged,5
vuejs/vue,10358,1,3,3,5.9,959,2,3,merged,1
vuejs/vue,10327,1,1,1,8.66,951,1,4,merged,2
vuejs/vue,10317,7,16,16,36624.85,1083,1,3,closed,1
vuejs/vue,10296,1,6,3,1595.14,927,1,3,closed,10
vuejs/vue,10229,4,25,5,15657.47,959,2,5,closed,4
TheAlgorithms/Python,12683,4,6,5,9.14,3554,0,1,merged,1
TheAlgorithms/Python,12677,1,9,7,79.21,1138,0,2,merged,1
TheAlgorithms/Python,12662,1,40,0,236.88,1115,0,2,merged,1
TheAlgorithms/Python,12661,1,1,1,3.24,65,0,1,merged,1
TheAlgorithms/Python,12658,2,63,0,260.32,1115,1,3,merged,2
TheAlgorithms/Python,12657,1,36,0,194.63,171,3,2,merged,2
TheAlgorithms/Python,12655,2,89,0,225.14,1158,0,2,merged,8
TheAlgorithms/Python,12654,1,37,0,225.23,1374,1,2,merged,1
TheAlgorithms/Python,12653,1,3,3,101.73,1115,0,3,merged,1
TheAlgorithms/Python,12651,1,21,6,10.97,1373,2,2,merged,2
TheAlgorithms/Python,12647,1,29,33,32.29,1194,1,2,merged,1
TheAlgorithms/Python,12646,1,36,3,10.94,1225,1,2,merged,1
TheAlgorithms/Python,12644,1,3,3,8.52,1368,0,2,merged,1
TheAlgorithms/Python,12631,1,2,2,1.15,124,0,1,merged,1
TheAlgorithms/Python,12623,15,26,28,14.9,122,0,1,merged,1
TheAlgorithms/Python,12617,1,5,0,100.6,1115,0,3,closed,1
TheAlgorithms/Python,12614,2,2,1,13.9,64,0,1,merged,1
TheAlgorithms/Python,12611,1,2,2,67.94,1115,1,2,merged,1
TheAlgorithms/Python,12608,1,14,0,69.66,1132,0,2,merged,1
TheAlgorithms/Python,12596,2,87,0,5.35,1474,0,2,merged,1
TheAlgorithms/Python,12592,1,92,0,45.7,1115,0,2,merged,1
TheAlgorithms/Python,12583,1,13,6,91.4,561,1,4,merged,3
TheAlgorithms/Python,12581,1,45,29,1529.12,1115,0,3,closed,2
TheAlgorithms/Python,12580,1,45,29,1541.39,468,0,3,closed,2
TheAlgorithms/Python,12577,11,21,17,85.2,117,2,2,merged,2
TheAlgorithms/Python,12574,1,23,0,1854.36,1173,0,1,closed,1
TheAlgorithms/Python,12567,1,7,5,32.0,1421,0,2,merged,1
TheAlgorithms/Python,12560,1,19,1,1036.89,1473,1,2,merged,1
TheAlgorithms/Python,12554,1,2,2,47.62,119,0,1,merged,1
TheAlgorithms/Python,12545,1,61,0,955.07,1045,0,3,closed,3
TheAlgorithms/Python,12542,3,5,5,1.22,119,0,1,merged,1
TheAlgorithms/Python,12539,1,60,0,48.59,1174,1,2,closed,1
TheAlgorithms/Python,12537,1,1,1,9.9,1245,0,3,closed,1
TheAlgorithms/Python,12530,2,3,1,24.85,1504,0,3,merged,1
TheAlgorithms/Python,12528,1,21,0,29.54,1115,0,2,closed,1
TheAlgorithms/Python,12524,1,72,0,13.1,1172,0,2,merged,1
TheAlgorithms/Python,12521,24,97,97,1.06,63,0,1,merged,3
TheAlgorithms/Python,12517,1,4,2,11.5,1165,0,2,merged,1
TheAlgorithms/Python,12516,1,4,6,44.16,1115,1,2,merged,2
TheAlgorithms/Python,12515,4,3,3,15.65,1124,2,2,merged,3
TheAlgorithms/Python,12514,1,37,29,44.36,1148,4,2,closed,1
TheAlgorithms/Python,12506,1,34,0,168.61,1136,0,3,merged,2
TheAlgorithms/Python,12493,1,46,0,290.19,1107,0,3,merged,8
TheAlgorithms/Python,12485,7,170,125,7.26,1158,1,2,merged,1
TheAlgorithms/Python,12484,13,295,286,12.53,1170,1,2,merged,1
TheAlgorithms/Python,12483,6,54,34,1.05,1165,1,2,merged,1
TheAlgorithms/Python,12481,1,11,4,1.76,1175,1,2,merged,1
TheAlgorithms/Python,12477,1,14,5,15.06,1059,1,2,merged,1
TheAlgorithms/Python,12474,1,1,0,28.72,1115,0,4,closed,2
TheAlgorithms/Python,12473,1,76,0,50.48,1115,0,3,closed,2
TheAlgorithms/Python,12471,1,19,17,125.04,1182,1,2,merged,3
TheAlgorithms/Python,12470,1,29,23,4.25,1197,1,2,merged,1
TheAlgorithms/Python,12467,1,41,27,2.8,1187,1,2,merged,1
TheAlgorithms/Python,12466,2,6,6,141.36,117,0,1,merged,1
TheAlgorithms/Python,12464,1,95,54,9.48,1163,1,2,merged,1
TheAlgorithms/Python,12461,4,83,264,1.22,1128,0,2,closed,6
TheAlgorithms/Python,12460,4,131,21,169.34,1128,1,2,closed,5
TheAlgorithms/Python,12454,1,26,28,5.36,2306,1,2,merged,1
TheAlgorithms/Python,12449,1,19,13,15.82,1446,1,2,merged,1
TheAlgorithms/Python,12448,1,10,1,147.67,1115,2,2,merged,3
TheAlgorithms/Python,12445,4,5,5,168.17,4723,0,2,merged,1
TheAlgorithms/Python,12440,1,1,1,319.12,1190,0,4,closed,3
TheAlgorithms/Python,12438,1,2,2,311.77,1140,2,4,merged,10
TheAlgorithms/Python,12437,3,53,0,355.88,1115,0,3,merged,9
TheAlgorithms/Python,12434,1,24,4,383.47,1636,6,3,merged,2
TheAlgorithms/Python,12428,1,1,1,69.86,63,0,2,merged,2
TheAlgorithms/Python,12423,1,4,1,563.44,1731,1,4,merged,3
TheAlgorithms/Python,12420,2,181,0,10.93,1234,3,1,closed,5
TheAlgorithms/Python,12414,3,17,1,561.84,1121,1,2,merged,1
TheAlgorithms/Python,12411,1,7,15,621.87,1109,3,3,closed,1
TheAlgorithms/Python,12410,1,16,12,623.81,1108,3,3,closed,2
TheAlgorithms/Python,12405,1,6,0,637.71,1606,2,3,closed,1
TheAlgorithms/Python,12404,1,1,1,1.61,63,0,1,merged,1
TheAlgorithms/Python,12402,8,1302,41,64.75,1141,1,2,merged,10
TheAlgorithms/Python,12400,2,285,0,111.43,1115,0,3,merged,2
TheAlgorithms/Python,12396,1,1,1,1318.39,1295,0,3,merged,6
TheAlgorithms/Python,12394,1,28,9,881.01,1115,1,2,merged,1
TheAlgorithms/Python,12393,7,2660,0,892.58,1115,0,2,closed,1
TheAlgorithms/Python,12391,7,2340,0,903.94,1115,0,2,closed,1
TheAlgorithms/Python,12390,1,21,1,955.38,1137,0,2,merged,1
TheAlgorithms/Python,12388,1,32,4,899.15,1121,0,2,merged,1
TheAlgorithms/Python,12387,1,6,4,900.86,1137,0,2,merged,1
TheAlgorithms/Python,12386,2,38,0,969.75,1595,0,1,closed,2
TheAlgorithms/Python,12385,1,1,1,1.29,63,0,1,merged,1
TheAlgorithms/Python,12383,1,0,1,966.68,1218,3,3,merged,3
TheAlgorithms/Python,12380,1,13,0,975.68,1206,2,4,closed,1
TheAlgorithms/Python,12375,1,178,0,280.32,1115,1,2,closed,5
TheAlgorithms/Python,12371,1,1,1,87.66,1115,1,3,merged,1
TheAlgorithms/Python,12369,1,17,0,19.48,506,4,2,closed,3
TheAlgorithms/Python,12368,2,32,2,1192.16,1339,1,2,merged,1
TheAlgorithms/Python,12367,2,23,2,41.29,1115,0,2,closed,1
TheAlgorithms/Python,12354,1,32,0,1295.86,1121,0,2,merged,1
TheAlgorithms/Python,12353,1,22,0,1233.07,1115,3,3,merged,1
TheAlgorithms/Python,12342,2,195,0,17.85,143,1,2,closed,4
TheAlgorithms/Python,12341,2,114,0,22.99,1743,1,2,closed,1
TheAlgorithms/Python,12340,1,52,0,1395.39,1115,0,3,closed,3
TheAlgorithms/Python,12331,2,123,0,42.74,1280,2,2,closed,4
TheAlgorithms/Python,12329,2,117,0,1218.97,1222,1,1,closed,3
TheAlgorithms/Python,12327,1,4,4,1405.3,1121,0,2,merged,1
TheAlgorithms/Python,12325,1,176,0,51.1,1477,5,2,closed,7
TheAlgorithms/Python,12324,2,161,0,51.77,1121,1,2,closed,12
TheAlgorithms/Python,12323,2,164,0,53.99,1115,1,2,closed,4
TheAlgorithms/Python,12312,1,11,0,1508.66,1115,0,2,closed,1
TheAlgorithms/Python,12305,1,55,0,100.65,1115,1,2,closed,1
TheAlgorithms/Python,12300,1,121,0,115.8,1277,1,2,closed,1
TheAlgorithms/Python,12288,1,25,0,167.6,1140,0,2,closed,1
TheAlgorithms/Python,12278,2,146,0,163.61,1115,1,2,closed,5
TheAlgorithms/Python,12277,1,64,0,168.7,1466,1,2,closed,1
TheAlgorithms/Python,12274,1,72,0,180.41,1148,1,2,closed,2
TheAlgorithms/Python,12273,1,103,0,180.41,1148,1,2,closed,1
TheAlgorithms/Python,12269,1,39,0,3244.8,1190,0,2,merged,1
TheAlgorithms/Python,12257,4,1180,0,2.17,1109,0,1,closed,2
TheAlgorithms/Python,12254,1,52,0,204.59,147,1,2,closed,2
TheAlgorithms/Python,12251,4,1180,0,15.79,1109,0,1,closed,2
TheAlgorithms/Python,12250,3,1083,0,1.26,1109,0,1,closed,3
TheAlgorithms/Python,12249,1,4,1,210.42,1167,4,5,closed,4
TheAlgorithms/Python,12245,1,125,0,230.5,1115,1,2,closed,1
TheAlgorithms/Python,12237,0,0,0,47.58,1354,5,3,closed,1
TheAlgorithms/Python,12234,2,10,10,13.47,224,0,1,merged,1
TheAlgorithms/Python,12227,1,15,0,17.49,1163,1,2,closed,1
tensorflow/tensorflow,92263,359,13114,1240,20.96,18,0,22,closed,1
tensorflow/tensorflow,92240,1,11,8,63.32,178,3,5,merged,1
tensorflow/tensorflow,92132,1,5,5,12.45,71,0,2,merged,4
tensorflow/tensorflow,92055,31,499,87,76.13,266,4,5,merged,7
tensorflow/tensorflow,91897,1,8,3,27.12,13,0,5,merged,1
tensorflow/tensorflow,91854,1,2,2,38.05,191,0,4,merged,1
tensorflow/tensorflow,91746,4,8,8,69.47,129,1,6,merged,1
tensorflow/tensorflow,91562,1,15,0,35.97,950,6,5,closed,1
tensorflow/tensorflow,91501,1,1,0,149.86,121,0,4,merged,1
tensorflow/tensorflow,91416,1,4,0,47.57,1584,0,4,merged,1
tensorflow/tensorflow,91335,4,50,0,198.76,1462,2,5,closed,2
tensorflow/tensorflow,91241,1,2,0,60.43,59,2,4,closed,1
tensorflow/tensorflow,91226,1,11,0,1.38,186,1,6,merged,4
tensorflow/tensorflow,91223,1,4,5,1.41,116,1,6,merged,2
tensorflow/tensorflow,91179,7,12,12,83.29,124,0,5,merged,1
tensorflow/tensorflow,91088,1,2,2,3.02,93,1,7,merged,2
tensorflow/tensorflow,90985,2,22,6,51.69,249,1,6,merged,2
tensorflow/tensorflow,90818,3,3,3,5.42,253,0,2,merged,1
tensorflow/tensorflow,90802,2,70,88,188.66,206,1,6,merged,2
tensorflow/tensorflow,90801,5,97,36,220.99,697,1,6,merged,6
tensorflow/tensorflow,90800,2,47,10,195.0,500,1,6,merged,2
tensorflow/tensorflow,90579,1,1,1,112.59,213,0,5,merged,1
tensorflow/tensorflow,90573,2,14,14,93.9,65,1,6,merged,3
tensorflow/tensorflow,90558,1,1,1,114.33,175,3,6,merged,2
tensorflow/tensorflow,90551,7,8,8,126.43,124,0,5,merged,1
tensorflow/tensorflow,90494,1,4,7,143.45,2310,1,5,merged,1
tensorflow/tensorflow,90456,3,92,4,145.99,78,0,6,merged,2
tensorflow/tensorflow,90381,1,485,1274,144.98,44,0,2,merged,3
tensorflow/tensorflow,90365,5,6,6,171.2,9933,0,4,merged,1
tensorflow/tensorflow,90182,1,5,5,136.74,237,0,4,merged,1
tensorflow/tensorflow,90118,3,164,175,116.05,450,0,5,merged,2
tensorflow/tensorflow,90103,6,9,9,12.82,124,0,4,merged,1
tensorflow/tensorflow,89988,6,156,13,25.12,274,3,7,merged,2
tensorflow/tensorflow,89907,10,1304,1104,19.62,727,5,11,merged,11
tensorflow/tensorflow,89884,1,180,240,21.32,0,1,3,closed,1
tensorflow/tensorflow,89843,4,13,0,6.62,0,1,3,closed,1
tensorflow/tensorflow,89826,1,1,0,13.39,0,3,4,closed,1
tensorflow/tensorflow,89799,1,4,4,73.37,173,1,5,merged,1
tensorflow/tensorflow,89727,36,1479,0,141.1,400,1,6,closed,2
tensorflow/tensorflow,89725,2,2,32,79.17,398,0,5,merged,2
tensorflow/tensorflow,89671,1,7,7,338.24,246,0,5,merged,1
tensorflow/tensorflow,89621,1,4,0,153.27,541,4,4,merged,1
tensorflow/tensorflow,89617,1,41,41,11.86,48,0,5,merged,2
tensorflow/tensorflow,89480,2,9,1349,19.23,804,3,4,closed,1
tensorflow/tensorflow,89428,2,1,60,14.3,934,1,6,merged,2
tensorflow/tensorflow,89348,1,1,1,47.39,33,1,4,merged,1
tensorflow/tensorflow,89337,15,312,46,232.04,1044,0,5,merged,5
tensorflow/tensorflow,89271,1,104,84,168.57,447,7,4,merged,20
tensorflow/tensorflow,89210,11,266,26,155.5,173,2,6,merged,14
tensorflow/tensorflow,89208,6,8,8,71.39,124,0,4,merged,1
tensorflow/tensorflow,89032,1,3,1,183.63,61,6,5,merged,1
tensorflow/tensorflow,89016,2,16,17,1.22,147,0,2,merged,1
tensorflow/tensorflow,89005,13,188,163,166.61,775,0,5,merged,10
tensorflow/tensorflow,88987,3,8,8,19.14,394,2,7,merged,4
tensorflow/tensorflow,88980,3,43,8,1060.58,397,9,5,closed,4
tensorflow/tensorflow,88848,47,7027,61,2.82,260,0,2,merged,1
tensorflow/tensorflow,88835,7,133,72,2.63,341,1,7,merged,8
tensorflow/tensorflow,88803,1,3,3,643.23,222,3,5,merged,2
tensorflow/tensorflow,88757,1,9,9,14.89,12,1,6,merged,2
tensorflow/tensorflow,88741,2,6,6,24.72,37,1,4,merged,1
tensorflow/tensorflow,88737,7,8,8,10.32,124,0,4,merged,1
tensorflow/tensorflow,88658,1,2,2,1.6,37,0,3,merged,1
tensorflow/tensorflow,88546,17,1226,91,254.24,400,1,8,merged,9
tensorflow/tensorflow,88530,1,63,0,12.43,148,2,9,merged,3
tensorflow/tensorflow,88492,6,143,103,7.85,289,3,6,merged,9
tensorflow/tensorflow,88420,2,60,2,582.78,208,1,5,merged,2
tensorflow/tensorflow,88413,1,1,1,217.7,1477,0,4,merged,1
tensorflow/tensorflow,88412,1,1,1,81.79,1477,0,4,merged,1
tensorflow/tensorflow,88411,6,11,11,79.34,14066,0,4,merged,1
tensorflow/tensorflow,88388,1,3,3,1.7,0,0,2,merged,1
tensorflow/tensorflow,88354,3,5,5,69.22,145,2,7,merged,2
tensorflow/tensorflow,88330,1,87,64,11.38,1007,1,2,closed,1
tensorflow/tensorflow,88314,6,9,9,16.63,124,0,4,merged,1
tensorflow/tensorflow,88228,4,5,5,28.49,0,0,5,merged,3
tensorflow/tensorflow,88221,26,1660,6,181.54,529,0,5,closed,3
tensorflow/tensorflow,88172,8,314,432,42.16,218,3,9,merged,3
tensorflow/tensorflow,88128,3,43,8,21.12,316,0,4,merged,1
tensorflow/tensorflow,88127,2,31,39,21.1,1116,0,6,merged,2
tensorflow/tensorflow,88103,44,2441,81,569.17,134,2,7,closed,7
tensorflow/tensorflow,87976,1,52,14,19.51,126,1,5,merged,2
tensorflow/tensorflow,87937,16,367,35,14.86,167,0,4,merged,1
tensorflow/tensorflow,87906,0,0,0,13.52,809,1,3,closed,1
tensorflow/tensorflow,87877,1,22,0,19.48,105,1,3,closed,1
tensorflow/tensorflow,87759,1,8,8,150.8,217,0,5,merged,1
tensorflow/tensorflow,87748,2,77,1,7.06,7,4,3,closed,1
tensorflow/tensorflow,87709,2,93,1,948.91,296,2,5,merged,2
tensorflow/tensorflow,87655,1,1,1,178.78,0,0,5,merged,1
tensorflow/tensorflow,87645,10,13,13,9.85,124,0,4,merged,1
tensorflow/tensorflow,87613,3,11,7,35.0,879,0,6,merged,4
tensorflow/tensorflow,87600,1,2,1,1323.52,85,4,4,closed,1
tensorflow/tensorflow,87586,2,8,8,8.88,37,0,4,merged,3
tensorflow/tensorflow,87579,1,0,0,19.27,26,1,3,closed,1
tensorflow/tensorflow,87568,2,8,0,46.76,141,0,5,merged,11
tensorflow/tensorflow,87453,3,50,35,333.52,1539,3,4,closed,1
tensorflow/tensorflow,87429,1,2,0,3.36,95,1,4,closed,1
tensorflow/tensorflow,87409,55,110,110,67.13,33,0,6,closed,3
tensorflow/tensorflow,87313,11,16,16,67.62,124,0,4,merged,1
tensorflow/tensorflow,87305,1,69,97,114.25,220,0,5,merged,2
tensorflow/tensorflow,87273,7,1161,628,257.63,2037,6,7,merged,3
tensorflow/tensorflow,87246,1,1,1,342.9,199,0,5,merged,1
tensorflow/tensorflow,87213,7,14,14,34.24,122,1,5,merged,1
tensorflow/tensorflow,87169,6,93,0,220.22,236,2,2,merged,2
tensorflow/tensorflow,87087,3,3,3,20.63,1634,0,4,merged,3
tensorflow/tensorflow,87073,1,15,0,24.82,243,0,4,merged,2
tensorflow/tensorflow,87068,0,0,0,193.77,26,0,1,closed,1
tensorflow/tensorflow,86992,6,51,10,29.75,90,0,3,merged,1
tensorflow/tensorflow,86942,3,4,0,207.13,348,0,5,merged,1
tensorflow/tensorflow,86939,1,2,46,12.14,243,0,3,merged,1
tensorflow/tensorflow,86840,1,38,0,571.4,215,1,4,merged,1
tensorflow/tensorflow,86773,1,3,3,280.62,213,1,5,closed,1
tensorflow/tensorflow,86734,12,22,22,7.96,124,0,4,merged,1
tensorflow/tensorflow,86715,1,18,26,308.4,61,0,5,merged,1
tensorflow/tensorflow,86630,11,315,19,207.13,572,5,6,merged,6
tensorflow/tensorflow,86592,2,13,0,16.26,773,1,3,closed,1
tensorflow/tensorflow,86553,51,2513,0,82.75,847,0,4,merged,1
tensorflow/tensorflow,86439,1,1,1,9.58,249,0,5,merged,1
tensorflow/tensorflow,86436,1,14,1,10.56,0,3,4,closed,1
tensorflow/tensorflow,86354,9,14,14,50.95,20217,0,3,merged,1
tensorflow/tensorflow,86307,8,495,353,144.18,331,2,8,merged,5
tensorflow/tensorflow,86234,1,3,3,1.07,205,0,4,merged,1
ohmyzsh/ohmyzsh,13096,1,1,1,23.94,19,1,2,merged,1
ohmyzsh/ohmyzsh,13093,3,27,3,2.28,91,0,1,merged,1
ohmyzsh/ohmyzsh,13089,1,1,1,49.23,0,0,3,merged,2
ohmyzsh/ohmyzsh,13078,2,912,0,119.7,668,0,2,closed,1
ohmyzsh/ohmyzsh,13072,1,3,3,21.33,826,2,2,merged,1
ohmyzsh/ohmyzsh,13061,1,3,3,193.02,731,2,3,merged,3
ohmyzsh/ohmyzsh,13055,1,15,6,322.24,881,1,2,merged,1
ohmyzsh/ohmyzsh,13053,1,10,2,360.17,770,2,3,merged,1
ohmyzsh/ohmyzsh,13051,1,31,1,36.55,918,6,3,closed,1
ohmyzsh/ohmyzsh,13046,1,1,1,64.09,774,3,3,merged,1
ohmyzsh/ohmyzsh,13040,1,1,1,42.0,681,0,3,merged,2
ohmyzsh/ohmyzsh,13038,1,1,1,43.48,653,1,2,merged,1
ohmyzsh/ohmyzsh,13030,1,5,1,49.59,761,1,2,merged,1
ohmyzsh/ohmyzsh,13027,2,2,0,654.42,768,1,2,merged,1
ohmyzsh/ohmyzsh,13026,1,24,17,159.0,710,2,5,merged,5
ohmyzsh/ohmyzsh,13024,1,4,0,73.94,846,6,3,merged,3
ohmyzsh/ohmyzsh,13021,1,1,1,22.81,627,0,2,merged,1
ohmyzsh/ohmyzsh,13012,1,10,0,190.84,620,1,2,merged,1
ohmyzsh/ohmyzsh,13010,1,2,2,11.18,667,1,2,merged,2
ohmyzsh/ohmyzsh,12989,1,1,1,642.17,1529,1,3,merged,4
ohmyzsh/ohmyzsh,12988,2,2,0,745.94,866,3,3,merged,1
ohmyzsh/ohmyzsh,12979,1,7,6,1499.75,694,6,3,merged,1
ohmyzsh/ohmyzsh,12971,1,6,1,15.74,673,0,3,merged,3
ohmyzsh/ohmyzsh,12964,1,19,4,122.48,653,11,8,closed,2
ohmyzsh/ohmyzsh,12957,1,7,1,22.94,946,3,2,merged,1
ohmyzsh/ohmyzsh,12949,1,2,2,6.51,681,2,2,merged,1
ohmyzsh/ohmyzsh,12945,1,1,1,3.33,592,0,2,merged,1
ohmyzsh/ohmyzsh,12941,1,2,0,396.15,757,7,2,merged,4
ohmyzsh/ohmyzsh,12938,1,1,1,1.08,2170,0,1,merged,1
ohmyzsh/ohmyzsh,12937,1,1,1,1.02,635,1,2,merged,1
ohmyzsh/ohmyzsh,12936,1,3,0,2.21,770,1,2,merged,1
ohmyzsh/ohmyzsh,12932,2,59,12,31.64,740,0,2,merged,1
ohmyzsh/ohmyzsh,12924,1,1,1,9.58,4433,0,1,merged,1
ohmyzsh/ohmyzsh,12922,1,4,2,12.51,652,1,2,merged,1
ohmyzsh/ohmyzsh,12917,1,3,0,1303.47,554,0,2,closed,1
ohmyzsh/ohmyzsh,12903,1,1,0,24.79,613,1,2,merged,1
ohmyzsh/ohmyzsh,12897,1,4,4,2401.03,695,1,2,merged,2
ohmyzsh/ohmyzsh,12890,2,19,0,1786.51,717,1,2,merged,1
ohmyzsh/ohmyzsh,12881,1,2,2,1857.49,582,1,2,merged,1
ohmyzsh/ohmyzsh,12879,1,27,0,1876.05,620,1,2,closed,1
ohmyzsh/ohmyzsh,12875,1,2,0,6.97,991,1,2,merged,1
ohmyzsh/ohmyzsh,12868,1,4,0,2008.96,657,0,2,merged,2
ohmyzsh/ohmyzsh,12862,4,28,30,4.65,91,0,1,merged,1
ohmyzsh/ohmyzsh,12859,1,6,6,2171.08,680,1,2,merged,1
ohmyzsh/ohmyzsh,12857,1,1,1,850.45,606,1,2,merged,1
ohmyzsh/ohmyzsh,12851,3,6,0,2241.13,620,3,3,merged,1
ohmyzsh/ohmyzsh,12850,2,41,18,899.01,620,6,2,merged,2
ohmyzsh/ohmyzsh,12849,2,45,0,939.97,709,1,2,merged,1
ohmyzsh/ohmyzsh,12848,1,1,1,10.22,2097,0,1,merged,1
ohmyzsh/ohmyzsh,12847,2,2,0,2942.54,634,1,2,closed,1
ohmyzsh/ohmyzsh,12844,1,1,0,53.65,908,1,2,merged,1
ohmyzsh/ohmyzsh,12841,2,31,0,855.04,707,3,3,merged,1
ohmyzsh/ohmyzsh,12840,1,5,2,1061.43,744,1,2,merged,1
ohmyzsh/ohmyzsh,12826,2,34,0,18.05,617,1,2,merged,1
ohmyzsh/ohmyzsh,12820,2,26,18,6.29,90,0,1,merged,1
ohmyzsh/ohmyzsh,12815,2,3,0,1184.51,687,3,4,merged,3
ohmyzsh/ohmyzsh,12814,2,32,17,1558.62,1184,1,2,merged,1
ohmyzsh/ohmyzsh,12809,2,4,0,344.67,984,0,1,closed,1
ohmyzsh/ohmyzsh,12804,1,1,2,6.85,856,1,2,merged,1
ohmyzsh/ohmyzsh,12802,2,23,0,220.64,628,2,3,merged,2
ohmyzsh/ohmyzsh,12797,2,18,7,294.5,1072,4,3,merged,2
ohmyzsh/ohmyzsh,12793,2,2,0,383.22,874,2,2,merged,2
ohmyzsh/ohmyzsh,12776,1,17,9,1.24,1222,1,2,closed,1
ohmyzsh/ohmyzsh,12758,1,3,4,20.55,1706,0,2,closed,1
ohmyzsh/ohmyzsh,12756,1,1,1,2.56,718,1,2,merged,1
ohmyzsh/ohmyzsh,12755,3,20,337,59.96,650,1,2,merged,1
ohmyzsh/ohmyzsh,12754,2,23,0,216.62,671,1,2,merged,2
ohmyzsh/ohmyzsh,12753,2,16,0,889.01,778,6,3,merged,1
ohmyzsh/ohmyzsh,12752,2,25,0,85.09,634,1,2,closed,1
ohmyzsh/ohmyzsh,12749,1,1,1,6.84,3991,0,1,merged,1
ohmyzsh/ohmyzsh,12747,2,8,7,13.04,90,2,2,merged,1
ohmyzsh/ohmyzsh,12738,2,16,2,978.32,724,1,2,merged,1
ohmyzsh/ohmyzsh,12726,1,7,2,1095.02,931,2,3,merged,1
ohmyzsh/ohmyzsh,12719,2,2,0,6.16,772,2,2,merged,1
ohmyzsh/ohmyzsh,12714,2,19,17,1.19,691,4,2,merged,1
ohmyzsh/ohmyzsh,12708,1,2,2,6.13,1095,1,2,merged,1
ohmyzsh/ohmyzsh,12705,1,5,4,190.43,972,1,2,merged,1
ohmyzsh/ohmyzsh,12704,2,2,0,109.2,667,0,3,merged,2
ohmyzsh/ohmyzsh,12702,2,66,0,236.75,1125,9,4,merged,9
ohmyzsh/ohmyzsh,12701,1,3,2,267.66,692,3,2,merged,1
ohmyzsh/ohmyzsh,12697,2,2,0,44.32,854,1,2,merged,1
ohmyzsh/ohmyzsh,12695,1,5,1,49.83,806,1,2,merged,1
ohmyzsh/ohmyzsh,12688,1,1,1,2.2,1915,0,1,merged,1
ohmyzsh/ohmyzsh,12679,2,6,5,4.76,1046,1,2,merged,1
ohmyzsh/ohmyzsh,12674,1,1,1,13.49,720,3,3,merged,1
ohmyzsh/ohmyzsh,12670,1,12,0,120.87,793,1,2,merged,1
ohmyzsh/ohmyzsh,12666,1,4,1,147.99,701,1,2,merged,1
ohmyzsh/ohmyzsh,12664,2,3,0,165.1,731,3,2,merged,1
ohmyzsh/ohmyzsh,12663,1,1,1,2.89,63,1,2,merged,1
ohmyzsh/ohmyzsh,12660,2,10,7,49.6,1132,2,2,merged,2
ohmyzsh/ohmyzsh,12658,2,18,16,274.88,665,1,3,merged,1
ohmyzsh/ohmyzsh,12652,2,49,2,1.05,721,0,2,merged,1
ohmyzsh/ohmyzsh,12647,13,16,16,1.73,685,1,2,merged,1
ohmyzsh/ohmyzsh,12646,1,1,1,6.57,1869,0,1,merged,1
ohmyzsh/ohmyzsh,12643,2,2,1,2.32,635,0,2,merged,1
ohmyzsh/ohmyzsh,12639,1,2,2,5.28,759,1,2,merged,1
ohmyzsh/ohmyzsh,12637,4,35,31,312.73,1171,2,2,merged,2
ohmyzsh/ohmyzsh,12612,2,122,122,554.92,678,7,2,merged,3
ohmyzsh/ohmyzsh,12608,3,17,10,64.19,704,1,2,merged,1
ohmyzsh/ohmyzsh,12596,1,0,1,1.98,635,1,2,merged,1
ohmyzsh/ohmyzsh,12595,3,61,0,811.49,785,1,2,merged,1
ohmyzsh/ohmyzsh,12576,12,42,1101,2.06,1782,1,2,merged,1
ohmyzsh/ohmyzsh,12566,1,20,8,13.43,799,0,2,merged,3
ohmyzsh/ohmyzsh,12563,1,1,1,240.98,1320,1,2,merged,1
ohmyzsh/ohmyzsh,12558,2,3,3,355.19,703,1,2,merged,1
ohmyzsh/ohmyzsh,12545,2,13,0,7.06,778,2,2,merged,1
ohmyzsh/ohmyzsh,12534,1,10,1,712.73,807,2,3,closed,1
ohmyzsh/ohmyzsh,12532,2,2,2,22.48,721,1,2,merged,1
ohmyzsh/ohmyzsh,12530,1,1,0,61.83,969,1,2,merged,1
ohmyzsh/ohmyzsh,12528,2,8,1,105.64,630,1,2,merged,1
