repo,numero,arquivos,linhas_add,linhas_rem,tempo_h,descricao_len,comentarios,participantes,status,reviews
freeCodeCamp/freeCodeCamp,60040,3,11,11,2.9,279,0,3,merged,2
freeCodeCamp/freeCodeCamp,60036,2,4,2,3.69,302,0,3,merged,2
freeCodeCamp/freeCodeCamp,60031,1,144,158,1.74,45,0,3,merged,2
freeCodeCamp/freeCodeCamp,60030,2,2,4,7.4,786,1,3,merged,2
freeCodeCamp/freeCodeCamp,60028,1,4,4,1.34,577,4,3,merged,2
freeCodeCamp/freeCodeCamp,60020,1,1,1,7.99,275,0,3,closed,2
freeCodeCamp/freeCodeCamp,60013,1,3,3,4.42,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,60009,1,3,3,11.26,695,1,2,closed,1
freeCodeCamp/freeCodeCamp,60008,1,4,4,20.14,642,3,4,merged,2
freeCodeCamp/freeCodeCamp,60003,1,3,3,25.24,420,5,4,merged,2
freeCodeCamp/freeCodeCamp,59997,1,4,4,30.84,275,1,4,merged,2
freeCodeCamp/freeCodeCamp,59994,1,4,4,33.85,682,0,4,merged,2
freeCodeCamp/freeCodeCamp,59992,4,15,11,1.73,0,0,3,merged,2
freeCodeCamp/freeCodeCamp,59987,2,4,16,6.12,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59980,13,41,41,96.66,275,6,3,merged,13
freeCodeCamp/freeCodeCamp,59978,1,1,1,8.77,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59977,2,2,2,1.69,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59976,1,1,1,2.15,291,2,4,merged,2
freeCodeCamp/freeCodeCamp,59962,1,1,1,1.23,275,1,4,merged,2
freeCodeCamp/freeCodeCamp,59961,1,1,1,2.58,0,1,3,merged,2
freeCodeCamp/freeCodeCamp,59957,4,77,75,1.47,356,0,3,merged,2
freeCodeCamp/freeCodeCamp,59955,1,1,1,1.09,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59946,3,4,4,6.67,0,0,4,merged,6
freeCodeCamp/freeCodeCamp,59945,1,5,5,2.34,238,0,3,merged,2
freeCodeCamp/freeCodeCamp,59944,1,9,4,2.46,0,0,4,merged,4
freeCodeCamp/freeCodeCamp,59943,1,12,22,3.4,507,0,4,merged,2
freeCodeCamp/freeCodeCamp,59942,3,7,6,2.39,656,0,3,merged,2
freeCodeCamp/freeCodeCamp,59940,1,24,24,7.29,410,1,3,merged,3
freeCodeCamp/freeCodeCamp,59936,1,1,1,3.97,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59935,4,7,7,17.25,315,0,5,merged,3
freeCodeCamp/freeCodeCamp,59931,7,11,12,12.96,910,0,3,merged,2
freeCodeCamp/freeCodeCamp,59930,1,1,1,8.24,275,3,3,merged,2
freeCodeCamp/freeCodeCamp,59927,1,1,1,1.45,47,0,3,merged,2
freeCodeCamp/freeCodeCamp,59926,1,1,1,15.4,375,3,4,closed,1
freeCodeCamp/freeCodeCamp,59924,1,0,4,20.17,275,0,4,merged,2
freeCodeCamp/freeCodeCamp,59922,1,0,1,2.25,396,2,4,merged,2
freeCodeCamp/freeCodeCamp,59920,2,13,1,7.88,340,2,4,merged,2
freeCodeCamp/freeCodeCamp,59918,20,40,10,2.59,45,0,3,merged,2
freeCodeCamp/freeCodeCamp,59917,4,12210,8,18.66,291,1,2,closed,1
freeCodeCamp/freeCodeCamp,59912,2,10,1,20.3,99,4,3,merged,1
freeCodeCamp/freeCodeCamp,59911,1,1,1,31.68,275,0,4,merged,3
freeCodeCamp/freeCodeCamp,59909,1,5,5,33.87,273,2,6,merged,3
freeCodeCamp/freeCodeCamp,59907,21,40,40,16.86,275,0,3,merged,7
freeCodeCamp/freeCodeCamp,59906,26,43,43,15.36,275,0,3,merged,5
freeCodeCamp/freeCodeCamp,59901,11,40,40,29.86,384,1,4,merged,3
freeCodeCamp/freeCodeCamp,59900,2,2,2,3.59,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59896,1,1,1,6.12,273,1,4,merged,2
freeCodeCamp/freeCodeCamp,59890,10,33,33,4.11,275,1,4,merged,5
freeCodeCamp/freeCodeCamp,59889,3,41,8,3.4,370,0,3,merged,3
freeCodeCamp/freeCodeCamp,59887,4,6,14,2.06,45,1,3,merged,2
freeCodeCamp/freeCodeCamp,59885,1,2,2,4.68,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59882,15,33,31,8.97,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59881,2,39,1,3.69,259,3,4,merged,7
freeCodeCamp/freeCodeCamp,59880,7,9,9,21.6,275,1,5,merged,2
freeCodeCamp/freeCodeCamp,59869,23,46,46,33.65,707,3,3,closed,2
freeCodeCamp/freeCodeCamp,59867,23,46,46,52.15,275,2,3,merged,2
freeCodeCamp/freeCodeCamp,59866,1,1,1,10.16,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59865,1,2,2,2.02,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59863,2,10,10,7.76,275,1,3,merged,3
freeCodeCamp/freeCodeCamp,59862,1,1,0,22.44,0,0,2,merged,1
freeCodeCamp/freeCodeCamp,59860,1,1,1,4.87,275,2,4,merged,2
freeCodeCamp/freeCodeCamp,59858,1,3,3,9.25,275,1,3,merged,2
freeCodeCamp/freeCodeCamp,59857,1,1,1,3.4,275,8,3,merged,4
freeCodeCamp/freeCodeCamp,59856,1,1,1,5.28,275,2,4,merged,3
freeCodeCamp/freeCodeCamp,59854,1,3,2,5.38,275,1,4,merged,3
freeCodeCamp/freeCodeCamp,59852,2,13,5,58.82,339,1,3,merged,3
freeCodeCamp/freeCodeCamp,59851,1,1,1,1.3,47,0,3,merged,2
freeCodeCamp/freeCodeCamp,59843,1,1,1,28.17,259,0,4,merged,2
freeCodeCamp/freeCodeCamp,59842,20,318,140,2.95,45,0,3,merged,2
freeCodeCamp/freeCodeCamp,59841,3,19,0,7.92,0,0,3,merged,2
freeCodeCamp/freeCodeCamp,59837,29,81,79,62.38,259,0,3,merged,4
freeCodeCamp/freeCodeCamp,59836,1,1,1,4.28,370,0,3,merged,2
freeCodeCamp/freeCodeCamp,59835,2,9,9,6.35,259,3,3,merged,2
freeCodeCamp/freeCodeCamp,59833,1,1,1,6.49,469,6,5,merged,3
freeCodeCamp/freeCodeCamp,59828,1,1,1,7.45,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59825,1,1,1,2.38,413,0,3,merged,2
freeCodeCamp/freeCodeCamp,59823,2,2,2,17.51,259,0,3,merged,2
freeCodeCamp/freeCodeCamp,59822,1,14,2,52.03,621,0,4,merged,3
freeCodeCamp/freeCodeCamp,59817,1,3,3,10.04,396,0,3,merged,2
freeCodeCamp/freeCodeCamp,59816,5,50,26,69.77,421,0,3,merged,2
freeCodeCamp/freeCodeCamp,59812,1,442,0,137.79,437,3,5,merged,22
freeCodeCamp/freeCodeCamp,59807,1,1,1,5.0,361,2,3,merged,2
freeCodeCamp/freeCodeCamp,59805,1,71,71,1.35,275,1,3,merged,3
freeCodeCamp/freeCodeCamp,59804,1,3,3,1.58,330,0,3,merged,2
freeCodeCamp/freeCodeCamp,59801,1,5,4,83.17,350,3,3,closed,1
freeCodeCamp/freeCodeCamp,59799,2,2,2,34.45,925,5,3,merged,4
freeCodeCamp/freeCodeCamp,59798,1,4,4,65.92,275,1,4,merged,4
freeCodeCamp/freeCodeCamp,59794,1,2,1,14.87,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59789,1,1,1,2.47,456,1,2,closed,1
freeCodeCamp/freeCodeCamp,59788,1,1,1,3.4,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59786,4,4,0,7.0,508,0,3,merged,2
freeCodeCamp/freeCodeCamp,59785,1,1,1,7.65,430,2,3,closed,1
freeCodeCamp/freeCodeCamp,59784,1,1,1,7.7,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59783,1,0,8,1.8,399,0,3,merged,2
freeCodeCamp/freeCodeCamp,59782,1,509,0,182.35,629,0,5,merged,5
freeCodeCamp/freeCodeCamp,59772,65,31,161,20.92,275,1,4,merged,9
freeCodeCamp/freeCodeCamp,59769,1,39,39,1.91,507,0,3,merged,2
freeCodeCamp/freeCodeCamp,59766,1,1,1,1.8,275,1,3,merged,2
freeCodeCamp/freeCodeCamp,59765,1,2,2,3.2,375,0,3,merged,2
freeCodeCamp/freeCodeCamp,59763,2,3,3,22.21,279,4,3,merged,4
freeCodeCamp/freeCodeCamp,59760,1,3,3,11.61,570,0,3,merged,2
freeCodeCamp/freeCodeCamp,59741,1,0,83,208.5,291,2,5,closed,1
freeCodeCamp/freeCodeCamp,59739,1,51,31,21.31,1717,2,5,merged,5
freeCodeCamp/freeCodeCamp,59738,1,9,8,14.31,275,2,3,merged,2
freeCodeCamp/freeCodeCamp,59736,1,7,6,35.06,275,2,4,merged,3
freeCodeCamp/freeCodeCamp,59734,1,1,1,12.49,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59732,8,29,14,24.16,757,0,3,merged,2
freeCodeCamp/freeCodeCamp,59730,2,8,8,18.14,513,0,3,merged,2
freeCodeCamp/freeCodeCamp,59729,51,56,56,3.23,1108,0,3,merged,2
freeCodeCamp/freeCodeCamp,59728,2,18,18,1.98,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59727,2,6,6,54.87,339,0,3,merged,3
freeCodeCamp/freeCodeCamp,59724,1,1,1,65.94,457,3,3,merged,5
freeCodeCamp/freeCodeCamp,59723,8,8,8,19.32,292,4,5,merged,7
freeCodeCamp/freeCodeCamp,59720,1,1,1,13.7,275,0,3,merged,2
freeCodeCamp/freeCodeCamp,59719,14,675,31,172.51,273,0,3,merged,8
freeCodeCamp/freeCodeCamp,59717,4,10,10,20.73,414,2,3,merged,3
freeCodeCamp/freeCodeCamp,59715,2,133,65,62.17,0,0,1,merged,1
freeCodeCamp/freeCodeCamp,59714,2,202,2,48.29,275,0,3,merged,3
freeCodeCamp/freeCodeCamp,59711,1,2,2,5.12,416,0,4,merged,8
freeCodeCamp/freeCodeCamp,59709,10,762,240,2.9,45,0,3,merged,2
sindresorhus/awesome,3341,1,1,1,1.13,7417,1,3,closed,2
sindresorhus/awesome,3335,1,1,0,1106.47,7634,13,6,merged,7
sindresorhus/awesome,3312,1,1,0,224.42,7291,4,7,closed,5
sindresorhus/awesome,3308,1,3,0,630.79,7372,13,8,closed,3
sindresorhus/awesome,3296,1,0,0,7.83,7147,0,3,closed,1
sindresorhus/awesome,3293,1,1,0,2100.39,7283,7,11,merged,8
sindresorhus/awesome,3282,1,1,0,1505.87,6462,10,6,closed,10
sindresorhus/awesome,3256,1,1,0,1720.57,7445,7,10,closed,5
sindresorhus/awesome,3248,1,1,0,16.69,7177,4,3,closed,1
sindresorhus/awesome,3228,1,1,0,1294.45,7453,13,4,merged,2
sindresorhus/awesome,3227,1,1,1,1297.73,7353,15,7,merged,10
sindresorhus/awesome,3159,1,1,1,1598.82,7380,5,5,closed,1
sindresorhus/awesome,3152,1,1,0,2522.76,7205,15,5,merged,7
sindresorhus/awesome,3149,1,1,1,9.78,7302,0,3,merged,1
sindresorhus/awesome,3110,1,1,0,4510.49,7592,16,8,closed,4
sindresorhus/awesome,3095,1,1,1,1079.15,7424,9,173,closed,4
sindresorhus/awesome,3092,1,1,0,2859.1,7148,3,5,closed,1
sindresorhus/awesome,3091,1,1,0,3032.62,6648,6,7,merged,5
sindresorhus/awesome,3081,1,1,0,941.83,7683,7,5,merged,6
sindresorhus/awesome,3071,1,1,0,3365.9,6917,6,5,merged,2
sindresorhus/awesome,3068,1,1,0,3402.57,443,6,7,closed,2
sindresorhus/awesome,3053,1,1,0,295.92,6572,11,6,merged,2
sindresorhus/awesome,3029,1,1,0,1856.99,7542,8,10,closed,3
sindresorhus/awesome,3027,1,1,1,35.66,59,2,3,closed,1
sindresorhus/awesome,3003,1,1,0,1704.26,6747,11,5,merged,2
sindresorhus/awesome,2999,2,6,3,497.07,7234,6,4,closed,1
sindresorhus/awesome,2996,1,1,0,5378.86,7404,12,8,merged,1
sindresorhus/awesome,2970,1,1,0,149.81,7147,1,3,closed,1
sindresorhus/awesome,2960,1,1,0,6497.32,7280,10,7,merged,2
sindresorhus/awesome,2958,1,1,0,2808.96,551,4,4,closed,1
sindresorhus/awesome,2924,1,1,0,189.41,7301,4,4,closed,2
sindresorhus/awesome,2919,1,2,0,7135.58,7111,15,3,closed,4
sindresorhus/awesome,2895,1,1,0,4114.1,7471,18,10,merged,3
sindresorhus/awesome,2893,1,1,0,7723.12,7331,3,5,closed,3
sindresorhus/awesome,2888,1,1,0,1744.18,7262,4,5,closed,2
sindresorhus/awesome,2878,1,1,0,1897.02,7251,2,4,closed,1
sindresorhus/awesome,2867,1,1,0,8069.06,7214,10,9,closed,2
sindresorhus/awesome,2850,1,1,0,9136.57,7263,21,7,merged,12
sindresorhus/awesome,2846,1,1,1,1474.13,85,7,6,closed,2
sindresorhus/awesome,2837,1,1,0,2639.84,7498,9,8,closed,2
sindresorhus/awesome,2834,1,1,1,1.35,1368,1,4,merged,1
sindresorhus/awesome,2829,1,1,0,5127.97,6825,7,3,merged,3
sindresorhus/awesome,2813,1,1,0,2990.16,7419,4,3,closed,1
sindresorhus/awesome,2810,1,1,0,3060.06,6963,6,8,closed,2
sindresorhus/awesome,2804,1,1,0,3141.35,7043,5,6,closed,1
sindresorhus/awesome,2794,1,34,0,1.57,6963,2,3,closed,1
sindresorhus/awesome,2780,0,0,0,751.68,7098,16,4,closed,1
sindresorhus/awesome,2763,1,1,0,3407.64,7506,11,8,closed,1
sindresorhus/awesome,2753,1,1,0,4310.95,3587,9,7,closed,4
sindresorhus/awesome,2743,1,1,0,1086.4,6994,8,7,merged,2
sindresorhus/awesome,2736,1,1,0,4702.9,3444,8,6,merged,3
sindresorhus/awesome,2734,1,1,0,1819.47,7153,5,5,merged,2
sindresorhus/awesome,2715,1,1,0,2832.3,7637,6,5,closed,1
sindresorhus/awesome,2714,1,30,0,7.88,8960,0,3,closed,1
sindresorhus/awesome,2695,1,1,4,450.57,7637,13,6,closed,1
sindresorhus/awesome,2692,0,0,0,4449.95,6950,6,10,closed,5
sindresorhus/awesome,2690,1,1,0,5684.44,7097,10,5,merged,1
sindresorhus/awesome,2658,1,1,0,6152.93,7524,5,5,closed,1
sindresorhus/awesome,2655,1,1,0,520.76,7866,4,3,closed,2
sindresorhus/awesome,2647,1,1,0,6277.21,7246,13,12,closed,2
sindresorhus/awesome,2642,1,1,1,1269.87,7039,14,5,closed,1
sindresorhus/awesome,2640,1,1,0,3409.49,6996,11,6,merged,1
sindresorhus/awesome,2638,1,1,0,8885.68,7116,16,10,closed,9
sindresorhus/awesome,2622,1,1,0,6633.14,6921,12,6,merged,1
sindresorhus/awesome,2620,1,1,0,3742.3,7362,5,4,merged,1
sindresorhus/awesome,2615,1,1,0,1074.91,0,3,4,closed,2
sindresorhus/awesome,2612,1,1,0,359.58,7075,4,7,closed,2
sindresorhus/awesome,2601,1,1,0,4137.45,7247,5,3,merged,2
sindresorhus/awesome,2593,1,1,0,455.55,7075,6,7,closed,4
sindresorhus/awesome,2589,1,1,0,9839.08,6696,8,9,closed,4
sindresorhus/awesome,2585,1,1,0,7429.32,6593,16,8,merged,7
sindresorhus/awesome,2571,1,1,0,1125.56,5933,7,7,merged,7
sindresorhus/awesome,2569,1,1,0,4685.7,6975,8,7,closed,3
sindresorhus/awesome,2565,1,1,0,7688.23,7610,12,5,closed,4
sindresorhus/awesome,2560,1,1,0,7850.98,6954,16,9,closed,11
sindresorhus/awesome,2550,1,1,0,1055.95,7049,15,6,merged,3
sindresorhus/awesome,2546,1,0,1,3.79,62,0,3,merged,1
sindresorhus/awesome,2541,1,1,0,14401.38,7083,13,6,closed,3
sindresorhus/awesome,2539,1,1,0,2532.93,6901,4,7,closed,3
sindresorhus/awesome,2525,1,1,0,526.34,7270,5,3,closed,2
sindresorhus/awesome,2524,1,1,0,5088.86,7098,12,6,closed,3
sindresorhus/awesome,2513,1,1,0,5543.08,7035,11,4,closed,1
sindresorhus/awesome,2512,1,1,0,5547.03,7250,16,6,closed,5
sindresorhus/awesome,2509,1,1,0,3325.45,7059,8,5,merged,1
sindresorhus/awesome,2506,1,1,0,6144.04,6959,23,5,closed,2
sindresorhus/awesome,2503,1,1,0,3646.18,6776,18,7,closed,6
sindresorhus/awesome,2502,0,0,0,2286.92,149,11,8,closed,3
sindresorhus/awesome,2501,1,1,0,473.44,6819,5,4,closed,1
sindresorhus/awesome,2498,1,1,0,3543.25,7188,11,7,merged,5
sindresorhus/awesome,2482,1,1,0,3919.92,6895,12,11,merged,7
sindresorhus/awesome,2477,1,1,0,2578.63,7477,13,4,closed,1
sindresorhus/awesome,2470,1,1,0,2643.08,6847,9,10,closed,4
sindresorhus/awesome,2465,1,1,0,15.46,135,3,3,closed,1
sindresorhus/awesome,2463,1,1,0,2813.2,7172,11,6,merged,6
sindresorhus/awesome,2454,1,1,0,4522.89,7395,11,4,merged,3
sindresorhus/awesome,2453,1,1,0,4534.9,6956,11,6,merged,4
sindresorhus/awesome,2449,1,1,0,4582.05,7221,8,9,closed,5
sindresorhus/awesome,2448,1,1,0,3212.78,6949,12,5,merged,1
sindresorhus/awesome,2445,1,1,0,1727.37,7396,10,5,merged,3
sindresorhus/awesome,2442,1,1,0,4876.0,6818,7,9,closed,2
sindresorhus/awesome,2435,1,2,0,5060.6,7116,25,8,closed,12
sindresorhus/awesome,2433,1,1,0,3665.5,3248,11,6,merged,3
sindresorhus/awesome,2431,1,1,0,5129.77,7039,6,5,closed,1
sindresorhus/awesome,2428,1,1,1,551.33,6960,3,3,closed,1
sindresorhus/awesome,2426,1,1,0,963.43,6431,8,7,merged,5
sindresorhus/awesome,2424,1,1,0,4441.27,8301,21,8,merged,10
sindresorhus/awesome,2422,1,26,0,2348.21,6844,2,4,closed,2
sindresorhus/awesome,2420,1,1,0,5664.51,6857,5,4,closed,8
sindresorhus/awesome,2418,1,1,0,4311.8,541,3,6,closed,3
sindresorhus/awesome,2417,1,1,0,3266.12,6802,10,6,closed,2
sindresorhus/awesome,2405,1,1,0,2823.54,6827,18,4,merged,2
sindresorhus/awesome,2400,1,1,0,6271.09,7526,11,6,merged,3
sindresorhus/awesome,2397,1,1,0,3151.14,6752,3,5,closed,1
sindresorhus/awesome,2394,1,1,0,3378.68,6911,7,6,merged,4
sindresorhus/awesome,2391,1,1,0,9298.03,7152,14,8,closed,10
sindresorhus/awesome,2390,1,1,0,3385.61,675,8,7,closed,3
sindresorhus/awesome,2389,1,1,0,9377.95,6806,14,4,merged,5
sindresorhus/awesome,2386,1,1,0,2327.86,6869,12,9,merged,9
sindresorhus/awesome,2383,1,1,0,5258.69,6901,16,7,merged,6
sindresorhus/awesome,2382,1,1,0,1976.85,6917,12,6,merged,2
EbookFoundation/free-programming-books,11865,2,48,1,21.98,1002,1,2,merged,1
EbookFoundation/free-programming-books,11862,1,1,1,156.45,4205,1,2,merged,1
EbookFoundation/free-programming-books,11860,2,3,2,31.83,1871,2,2,closed,1
EbookFoundation/free-programming-books,11858,1,1,1,33.91,2546,1,2,merged,1
EbookFoundation/free-programming-books,11856,1,1,1,32.9,5489,1,2,merged,1
EbookFoundation/free-programming-books,11853,1,1,1,58.06,6674,1,2,merged,1
EbookFoundation/free-programming-books,11841,2,7,0,8.39,1309,1,2,merged,2
EbookFoundation/free-programming-books,11840,1,1,0,4.61,755,1,2,merged,2
EbookFoundation/free-programming-books,11832,1,6,0,25.16,1067,0,2,merged,5
EbookFoundation/free-programming-books,11829,1,1,1,1008.03,9079,2,2,closed,1
EbookFoundation/free-programming-books,11823,1,1,0,43.36,869,0,2,merged,1
EbookFoundation/free-programming-books,11815,1,1,1,1738.03,2348,0,2,merged,1
EbookFoundation/free-programming-books,11808,1,222,255,1957.37,612,2,4,closed,1
EbookFoundation/free-programming-books,11795,1,1,0,34.9,632,0,2,merged,1
EbookFoundation/free-programming-books,11794,1,34,57,12.24,1819,0,2,closed,1
EbookFoundation/free-programming-books,11788,1,1,0,2.17,1094,2,2,merged,1
EbookFoundation/free-programming-books,11786,1,1,1,78.37,6084,0,2,merged,1
EbookFoundation/free-programming-books,11781,1,10,2,327.52,641,19,4,merged,3
EbookFoundation/free-programming-books,11779,1,1,0,17.14,1128,1,3,merged,2
EbookFoundation/free-programming-books,11774,1,1,0,78.76,612,2,2,merged,1
EbookFoundation/free-programming-books,11759,1,1,0,19.81,707,0,2,merged,1
EbookFoundation/free-programming-books,11756,1,1,1,12.36,7474,0,3,merged,2
EbookFoundation/free-programming-books,11755,1,1,0,27.21,1090,0,3,merged,3
EbookFoundation/free-programming-books,11750,1,1,0,23.01,1123,4,2,merged,2
EbookFoundation/free-programming-books,11748,1,1,1,20.92,562,1,2,merged,2
EbookFoundation/free-programming-books,11745,1,2,2,24.4,194,1,2,merged,3
EbookFoundation/free-programming-books,11744,1,4,1,1278.92,1048,1,2,closed,1
EbookFoundation/free-programming-books,11736,1,5,0,37.88,1181,12,2,merged,3
EbookFoundation/free-programming-books,11730,0,0,0,18.43,1485,1,2,closed,1
EbookFoundation/free-programming-books,11729,1,1,0,28.7,846,0,2,merged,1
EbookFoundation/free-programming-books,11728,1,6,0,88.0,728,0,3,merged,2
EbookFoundation/free-programming-books,11725,1,4,4,17.89,1110,2,3,merged,2
EbookFoundation/free-programming-books,11710,1,7,7,11.21,907,1,2,merged,3
EbookFoundation/free-programming-books,11707,1,1,0,15.84,1055,0,2,merged,1
EbookFoundation/free-programming-books,11704,1,1,0,27.91,646,0,2,merged,2
EbookFoundation/free-programming-books,11697,1,6,0,7.57,708,1,3,merged,3
EbookFoundation/free-programming-books,11695,1,1,0,28.68,695,1,2,merged,3
EbookFoundation/free-programming-books,11693,1,1,0,9.59,631,1,2,merged,1
EbookFoundation/free-programming-books,11692,1,1,0,10.47,746,1,2,merged,2
EbookFoundation/free-programming-books,11686,1,4,0,124.29,721,6,4,merged,6
EbookFoundation/free-programming-books,11682,1,3,3,23.17,948,0,2,merged,2
EbookFoundation/free-programming-books,11680,1,2,1,48.12,745,0,2,merged,2
EbookFoundation/free-programming-books,11679,1,1,0,27.31,613,2,2,merged,1
EbookFoundation/free-programming-books,11676,1,7,0,49.67,632,4,2,merged,2
EbookFoundation/free-programming-books,11674,1,1,1,30.29,688,1,2,merged,1
EbookFoundation/free-programming-books,11668,1,3,0,876.48,25,1,2,closed,1
EbookFoundation/free-programming-books,11663,1,7,0,58.83,734,2,2,merged,2
EbookFoundation/free-programming-books,11658,1,2,2,8.48,1198,0,2,merged,1
EbookFoundation/free-programming-books,11654,2,1,3,14.98,670,0,3,merged,1
EbookFoundation/free-programming-books,11653,1,1,2,21.95,840,1,2,merged,3
EbookFoundation/free-programming-books,11652,1,8,2,27.38,807,16,2,closed,3
EbookFoundation/free-programming-books,11650,1,1,0,24.54,688,2,2,merged,1
EbookFoundation/free-programming-books,11646,1,12,0,25.92,1310,1,2,merged,2
EbookFoundation/free-programming-books,11645,1,4,0,99.16,1037,3,2,merged,3
EbookFoundation/free-programming-books,11633,1,1,0,38.16,838,1,2,merged,2
EbookFoundation/free-programming-books,11631,1,4,1,21.13,917,7,2,merged,1
EbookFoundation/free-programming-books,11615,1,1,0,28.3,917,4,2,merged,1
EbookFoundation/free-programming-books,11613,1,1,0,53.16,708,3,3,merged,1
EbookFoundation/free-programming-books,11606,1,1,0,74.84,720,1,2,merged,2
EbookFoundation/free-programming-books,11598,1,1,1,8.5,573,1,3,merged,1
EbookFoundation/free-programming-books,11596,1,2,0,62.01,861,1,2,closed,1
EbookFoundation/free-programming-books,11593,1,2,0,1560.4,869,2,3,closed,2
EbookFoundation/free-programming-books,11591,1,7,0,26.47,1533,4,3,merged,1
EbookFoundation/free-programming-books,11589,1,1,0,38.36,612,1,3,merged,3
EbookFoundation/free-programming-books,11587,1,6,0,53.14,618,4,2,merged,3
EbookFoundation/free-programming-books,11585,1,3,3,13.79,1068,0,3,merged,2
EbookFoundation/free-programming-books,11584,1,1,1,162.73,757,1,3,closed,1
EbookFoundation/free-programming-books,11583,1,1,0,55.91,945,6,2,merged,1
EbookFoundation/free-programming-books,11582,1,2,1,21.23,682,7,3,closed,3
EbookFoundation/free-programming-books,11581,1,0,1,1567.93,728,11,3,closed,2
EbookFoundation/free-programming-books,11580,2,13,1,18.59,830,1,2,merged,1
EbookFoundation/free-programming-books,11579,1,8,1,47.72,953,6,2,merged,1
EbookFoundation/free-programming-books,11572,1,3,3,14.17,635,7,3,merged,2
EbookFoundation/free-programming-books,11565,1,7,0,19.43,819,4,2,merged,2
EbookFoundation/free-programming-books,11555,1,4,0,3.97,612,0,3,closed,1
EbookFoundation/free-programming-books,11548,1,1,0,10.11,710,0,2,merged,1
EbookFoundation/free-programming-books,11547,1,3,0,8.56,1153,0,2,merged,2
EbookFoundation/free-programming-books,11541,1,0,1,27.19,612,2,2,closed,3
EbookFoundation/free-programming-books,11540,1,1,1,36.07,1083,1,2,merged,4
EbookFoundation/free-programming-books,11536,1,1,0,23.48,657,0,3,merged,3
EbookFoundation/free-programming-books,11533,1,1,0,34.92,1065,0,2,merged,1
EbookFoundation/free-programming-books,11530,1,22,21,4587.94,554,2,2,closed,1
EbookFoundation/free-programming-books,11524,1,1,0,32.33,1195,2,2,merged,2
EbookFoundation/free-programming-books,11523,1,6,0,32.44,1500,2,2,merged,1
EbookFoundation/free-programming-books,11517,1,10,3,109.56,1060,8,2,merged,1
EbookFoundation/free-programming-books,11502,1,1,0,22.03,697,0,2,closed,1
EbookFoundation/free-programming-books,11496,1,1,0,4.7,801,0,4,merged,2
EbookFoundation/free-programming-books,11495,6,11,0,6.19,732,1,3,merged,3
EbookFoundation/free-programming-books,11494,2,2,1,30.02,689,9,2,merged,4
EbookFoundation/free-programming-books,11487,1,1,1,31.1,598,0,3,merged,3
EbookFoundation/free-programming-books,11486,1,2,2,33.25,721,0,3,merged,3
EbookFoundation/free-programming-books,11485,1,1,0,12.42,887,2,2,merged,1
EbookFoundation/free-programming-books,11481,1,3,2,74.02,1048,1,2,merged,2
EbookFoundation/free-programming-books,11479,1,3,3,94.4,1705,4,2,merged,3
EbookFoundation/free-programming-books,11477,1,1,1,24.09,625,0,3,merged,1
EbookFoundation/free-programming-books,11476,1,1,0,46.51,693,0,2,merged,1
EbookFoundation/free-programming-books,11473,1,7,0,25.58,1205,4,2,merged,3
EbookFoundation/free-programming-books,11470,1,1,0,27.75,923,1,4,merged,3
EbookFoundation/free-programming-books,11455,2,7,0,140.51,612,5,2,merged,3
EbookFoundation/free-programming-books,11452,1,1,0,23.56,800,0,2,merged,1
EbookFoundation/free-programming-books,11449,1,3,3,26.51,1425,2,2,merged,1
EbookFoundation/free-programming-books,11440,1,1,0,32.98,667,5,3,merged,2
EbookFoundation/free-programming-books,11433,1,4,4,2620.45,465,6,2,merged,1
EbookFoundation/free-programming-books,11425,1,6,0,1.21,612,1,2,closed,1
EbookFoundation/free-programming-books,11423,1,2,0,27.85,1298,0,2,merged,2
EbookFoundation/free-programming-books,11419,1,2,2,14.54,794,2,2,merged,1
EbookFoundation/free-programming-books,11418,1,1,0,15.76,670,0,3,merged,2
EbookFoundation/free-programming-books,11404,1,13,1,520.19,608,9,2,merged,2
EbookFoundation/free-programming-books,11403,1,8,0,18.73,906,2,3,closed,1
EbookFoundation/free-programming-books,11402,0,0,0,15.47,652,0,2,closed,1
EbookFoundation/free-programming-books,11400,1,1,0,5.56,1057,0,3,merged,1
EbookFoundation/free-programming-books,11397,1,2,0,9.92,733,1,3,merged,1
EbookFoundation/free-programming-books,11396,1,1,0,10.38,733,1,3,merged,1
EbookFoundation/free-programming-books,11394,1,8,0,83.11,667,4,3,merged,2
